Date,AveragePrice,SalesVolume,DetachedPrice,SemiDetachedPrice,TerracedPrice,FlatPrice
01/04/2020 00:00,212160,28361,349349,208589,173401,167166
01/05/2020 00:00,213258,36385,348263,210384,173677,169943
01/06/2020 00:00,216208,53441,351174,213386,177612,171258
01/07/2020 00:00,218030,63988,355875,214872,178313,173065
01/08/2020 00:00,220163,67751,360301,217785,180370,172723
01/09/2020 00:00,222511,78115,364877,219118,182299,175269
01/10/2020 00:00,224377,97910,369094,221160,184359,175007
01/11/2020 00:00,226675,96257,372148,223145,186531,177205
01/12/2020 00:00,228446,104611,375535,225075,188462,177402
01/01/2021 00:00,228417,84580,368824,225294,188443,181428
01/02/2021 00:00,229067,104032,369450,225832,189791,181179
01/03/2021 00:00,232463,148772,373463,228375,192865,185555
01/04/2021 00:00,228979,96367,370490,225303,189668,180913
01/05/2021 00:00,230532,86769,373176,227004,190961,181789
01/06/2021 00:00,242777,183609,389414,238313,204019,190695
01/07/2021 00:00,231386,70000,374500,228280,190492,183693
01/08/2021 00:00,238403,88912,387872,235488,196854,186631
01/09/2021 00:00,245371,142758,396472,242303,204933,190714
01/10/2021 00:00,239236,71199,395985,235955,195984,185361
01/11/2021 00:00,243930,84595,401306,241243,200299,189152
01/12/2021 00:00,245189,91915,401833,241958,203365,188911
01/01/2022 00:00,248031,70157,407538,245846,204616,190631
01/02/2022 00:00,248309,78312,406772,246185,204836,191682
01/03/2022 00:00,249232,89747,409709,247572,205850,190362
01/04/2022 00:00,252167,82763,413384,249718,209367,192739
01/05/2022 00:00,255040,82670,417496,253740,211588,194145
01/06/2022 00:00,258118,86158,421461,255862,214628,197725
01/07/2022 00:00,262904,92524,429129,261757,219180,199200
01/08/2022 00:00,265124,95105,433757,263509,221347,200246
01/09/2022 00:00,265727,95974,435575,264400,221813,199792
01/10/2022 00:00,265693,91660,436814,264669,221236,199280
01/11/2022 00:00,265299,93069,436328,264298,221174,198448
01/12/2022 00:00,263190,87479,431009,262450,219801,197324
01/01/2023 00:00,260941,60608,430764,261086,216073,194805
01/02/2023 00:00,258788,59690,428190,258204,214287,193426
01/03/2023 00:00,255885,70607,424426,255807,210299,192269
01/04/2023 00:00,256479,52097,424716,256474,211281,192356
01/05/2023 00:00,257330,56484,422381,256263,212695,195037
01/06/2023 00:00,258275,70796,423828,257278,214878,193937
01/07/2023 00:00,261182,65177,428922,261565,216925,195054
01/08/2023 00:00,262602,72741,431657,262101,218944,195719
01/09/2023 00:00,261318,71120,428518,260519,217842,195619
01/10/2023 00:00,260129,68773,425957,260280,216282,194826
01/11/2023 00:00,258368,67173,426134,258799,214014,192701
01/12/2023 00:00,256177,64072,418631,256370,213287,191890
01/01/2024 00:00,255972,51624,420315,255737,212711,191646
01/02/2024 00:00,255120,55058,416078,255998,212601,190612
01/03/2024 00:00,255335,63238,416615,255176,212333,192322
01/04/2024 00:00,257157,57392,417243,257685,214677,193192
01/05/2024 00:00,259269,68104,420725,260236,216528,194184
01/06/2024 00:00,260469,61293,422422,260879,218903,194079
01/07/2024 00:00,262815,66988,425601,263865,221087,195243
01/08/2024 00:00,266775,69849,433056,267590,224688,197551
01/09/2024 00:00,267408,59953,438984,268947,223661,196618
01/10/2024 00:00,268011,65765,437055,268955,224556,198728
01/11/2024 00:00,267933,56177,436258,270857,224171,197401
01/12/2024 00:00,267919,,439370,270613,224018,196147
01/01/2025 00:00,268548,,440067,271027,225308,196069
